행정구분,직종구분,데이터구분,1967 년,1970 년,1971 년,1973 년,1974 년,1975 년,1978 년,1979 년,1980 년,1981 년,1982 년,1983 년,1984 년,1985 년,1986 년,1987 년,1988 년,1989 년,1990 년,1991 년,1992 년,1993 년,1994 년,1995 년,1996 년,1997 년,1998 년,1999 년,2000 년
제주,안마사,남자인원수,,,,,,,,,,,,,,,,1,1,22,30,30,,,,,,,,,
제주,안마사,여자인원수,,,,,,,,,,,,,,,,,,6,10,10,,,,,,,,,
제주,안마사,만명당인원수,,,,,,,,,,,,,,,,0.05,0.03,0.8,1.2,1.28,,,,,,,,,
읍계,합계,인원수,1745,1712,1719,2204,2027,20801,2860,4646,5064,4662,5061,5336,6137,5359,5817,6121,5557,6036,6775,6894,12002,13566,14043,12965,10698,10964,11823,12430,12952
읍계,합계,남자인원수,1146,1089,1035,1209,1237,1188,1326,2645,2857,2522,2733,2800,3077,2831,3024,3247,3017,3249,3583,3634,,,,,,,,,
읍계,합계,여자인원수,599,623,684,995,790,893,1534,2001,2207,2140,2328,2536,3060,2528,2793,2874,2540,2787,3192,3260,,,,,,,,,
읍계,합계,만명당인원수,,5.8,6,0.6,5.4,570.9,7.53,10.5,9.4,10.2,10.9,11.6,13.2,12.4,13.5,14.2,15.3,16.2,18.7,98.92,35.61,40,41.36,50.11,49.42,49.9,55.84,58.51,59.57
읍계,의사,인원수,654,596,614,692,738,735,840,941,1047,942,1072,1096,1261,1151,1255,1410,1373,1567,1750,1812,2006,2095,2123,1941,1838,1621,1761,1918,1970
읍계,의사,남자인원수,617,554,577,659,697,697,793,888,975,890,1000,1031,1183,1084,1183,1335,1308,1488,1690,1749,,,,,,,,,
읍계,의사,여자인원수,37,42,37,33,41,38,47,53,72,52,72,65,78,67,72,75,65,79,60,63,,,,,,,,,
읍계,의사,만명당인원수,,2,2.1,0.2,1.9,20.1,2.21,2.1,1.9,2.1,2.3,2.3,2.5,2.6,2.9,3.3,3.8,4,4.8,99.72,5.95,6.17,6.25,7.5,8.49,7.38,8.32,9.03,9.06
읍계,치과의사,인원수,168,145,147,165,168,168,173,213,263,256,274,283,328,350,351,381,373,404,452,495,622,630,675,617,526,555,579,600,594
읍계,치과의사,남자인원수,163,144,146,164,168,168,172,209,254,250,269,277,318,340,333,363,354,378,425,464,,,,,,,,,
읍계,치과의사,여자인원수,5,1,1,1,2,,1,4,9,6,5,6,10,10,18,18,19,26,27,31,,,,,,,,,
읍계,치과의사,만명당인원수,,0.5,0.5,0.04,0.4,4.6,0.45,0.5,0.5,0.6,0.6,0.6,0.7,0.8,0.8,0.9,1,1,1.3,99.85,1.84,1.85,1.98,2.38,2.43,2.53,2.73,2.82,2.73
읍계,한의사,인원수,293,261,272,306,320,301,285,323,315,248,271,305,311,272,290,309,285,301,329,353,342,383,414,381,328,362,394,421,437
읍계,한의사,남자인원수,292,260,272,301,318,296,278,320,305,247,269,286,309,270,287,306,280,295,321,337,,,,,,,,,
읍계,한의사,여자인원수,1,1,,5,2,5,7,3,10,1,2,19,2,2,3,3,5,6,8,16,,,,,,,,,
읍계,한의사,만명당인원수,,0.9,0.9,0.08,0.8,8.2,0.75,0.7,0.6,0.5,0.6,0.7,0.7,0.6,0.6,0.72,0.8,0.8,0.9,99.78,1.01,1.12,1.21,1.47,1.52,1.65,1.86,1.98,2.01
읍계,조산사,인원수,144,131,122,194,138,176,146,175,175,127,118,136,133,154,165,183,180,197,174,208,168,130,117,71,56,48,54,59,43
읍계,조산사,만명당인원수,,0.4,0.4,0.05,0.3,4.8,0.38,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.43,0.5,0.5,0.5,99.89,0.49,0.38,0.34,0.27,0.26,0.22,0.26,0.28,0.2
읍계,간호사,인원수,409,455,513,723,672,792,1274,1546,1658,1686,1884,2023,2416,1958,2144,2180,1931,2143,2519,2595,2647,2958,2917,2530,2050,2107,2276,2481,2584
읍계,간호사,만명당인원수,,1.5,1.8,0.2,1.7,21.7,3.35,3.5,3.1,3.7,4.1,4.4,5.2,4.5,4.8,5.1,5.3,5.8,7,99.96,7.85,8.72,8.59,9.78,9.47,9.59,10.75,11.68,11.88
읍계,약사,인원수,,,,,,,,1284,1465,1262,1335,1406,1491,1392,1526,1571,1316,1362,1409,1353,1419,1469,1346,1194,567,902,1006,928,959
읍계,약사,남자인원수,,,,,,,,1101,1192,1024,1094,1132,1180,1080,1156,1170,1014,1033,1046,1028,,,,,,,,,
읍계,약사,여자인원수,,,,,,,,183,273,238,241,274,311,312,370,401,302,329,363,325,,,,,,,,,
읍계,약사,만명당인원수,,,,,,,,2.9,0.3,2.8,2.9,3,3.2,3.2,3.6,3.65,3.6,3.6,3.9,99.42,4.21,4.33,3.96,4.61,2.62,4.1,4.75,4.37,4.41
읍계,간호조무사,인원수,,,,,,,,,,,,,,,,,,,,,3084,3939,4380,4212,3567,3573,3707,3953,4046
읍계,간호조무사,만명당인원수,,,,,,,,,,,,,,,,,,,,,9.15,11.61,12.9,16.28,16.48,16.26,17.51,18.61,18.61
읍계,의료기사,인원수,,,,,,,,,,,,,,,,,,,,,1714,1962,2071,2019,1766,1796,2046,2070,2319
읍계,의료기사,만명당인원수,,,,,,,,,,,,,,,,,,,,,5.08,5.78,6.09,7.8,8.16,8.17,9.66,9.74,10.67
읍계,유사의료업자,인원수,78,111,51,124,71,80,142,164,141,141,107,87,197,82,86,85,93,44,134,75,,,,,,,,,
읍계,유사의료업자,남자인원수,67,102,40,86,65,75,83,127,101,102,101,74,87,57,65,71,55,39,92,47,,,,,,,,,
읍계,유사의료업자,여자인원수,11,9,11,38,6,5,59,37,40,39,6,13,110,25,21,14,38,5,42,28,,,,,,,,,
읍계,유사의료업자,만명당인원수,,0.1,0.2,0.03,0.1,2.1,0.37,0.4,0.3,0.3,0.2,0.2,0.4,0.2,0.2,0.2,0.3,0.1,0.4,35.84,,,,,,,,,
읍계,안마사,인원수,,,,,,,,,,,,,,,,2,6,7,8,3,,,,,,,,,
읍계,안마사,남자인원수,,,,,,,,,,,,,,,,2,6,7,8,3,,,,,,,,,
읍계,안마사,여자인원수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
읍계,안마사,만명당인원수,,,,,,,,,,,,,,,,0.005,0.02,0.02,0.02,1.36,,,,,,,,,
경기,합계,인원수,,,,,,,,,,,,,,1187,1303,1386,1132,1280,1658,1415,2491,2743,3207,2802,1500,1691,1315,1490,1585
경기,합계,남자인원수,,,,,,,,,,,,,,599,684,767,604,703,897,758,,,,,,,,,
경기,합계,여자인원수,,,,,,,,,,,,,,588,619,619,528,577,761,657,,,,,,,,,
경기,합계,만명당인원수,,,,,,,,,,,,,,11.7,12.4,10.2,14.4,14.4,18.2,21.47,35.8,38.14,43.47,45.63,41.72,43.29,42.51,46.46,44.01
경기,의사,인원수,,,,,,,,,,,,,,267,293,378,313,377,544,437,466,483,489,472,292,250,206,248,252
경기,의사,남자인원수,,,,,,,,,,,,,,231,258,339,286,338,512,406,,,,,,,,,
경기,의사,여자인원수,,,,,,,,,,,,,,36,35,39,27,39,32,31,,,,,,,,,
경기,의사,만명당인원수,,,,,,,,,,,,,,2.7,2.8,2.8,3.9,4.2,6,6.63,6.69,6.71,6.62,7.69,8.12,6.4,6.66,7.73,7
경기,치과의사,인원수,,,,,,,,,,,,,,65,75,78,60,80,98,102,120,128,151,143,82,87,71,71,77
경기,치과의사,남자인원수,,,,,,,,,,,,,,59,67,72,54,72,91,95,,,,,,,,,
경기,치과의사,여자인원수,,,,,,,,,,,,,,6,8,6,6,8,7,7,,,,,,,,,
경기,치과의사,만명당인원수,,,,,,,,,,,,,,0.65,0.7,0.5,0.7,0.9,1.1,1.54,1.72,1.78,2.04,2.33,2.28,2.23,2.3,2.21,2.14
경기,한의사,인원수,,,,,,,,,,,,,,66,68,71,61,70,75,62,67,64,82,83,45,52,47,50,53
경기,한의사,남자인원수,,,,,,,,,,,,,,65,66,69,58,66,70,61,,,,,,,,,
경기,한의사,여자인원수,,,,,,,,,,,,,,1,2,2,3,4,5,1,,,,,,,,,
경기,한의사,만명당인원수,,,,,,,,,,,,,,0.67,0.6,0.6,0.8,0.8,0.8,0.94,0.96,0.89,1.11,1.35,1.25,1.33,1.52,1.56,1.47
경기,조산사,인원수,,,,,,,,,,,,,,29,36,28,36,29,39,49,25,17,27,9,8,4,3,2,2
경기,조산사,만명당인원수,,,,,,,,,,,,,,0.3,0.3,0.3,0.4,0.3,0.4,0.74,0.35,0.23,0.36,0.15,0.22,0.1,0.1,0.06,0.06
경기,간호사,인원수,,,,,,,,,,,,,,378,373,368,337,366,527,470,489,510,706,523,291,301,169,225,222
경기,간호사,만명당인원수,,,,,,,,,,,,,,3.8,3.6,4.3,4.3,4.1,5.8,7.13,7.02,7.09,9.57,8.52,8.09,7.71,5.46,7.02,6.16
경기,약사,인원수,,,,,,,,,,,,,,346,447,447,303,349,371,293,309,339,305,317,42,152,170,125,140
경기,약사,남자인원수,,,,,,,,,,,,,,226,286,274,187,218,220,192,,,,,,,,,
경기,약사,여자인원수,,,,,,,,,,,,,,120,161,173,116,131,151,101,,,,,,,,,
경기,약사,만명당인원수,,,,,,,,,,,,,,3.5,4.3,3.6,3.8,3.9,4.1,4.44,4.44,4.71,4.13,5.16,1.17,3.89,5.5,3.9,3.89
경기,간호조무사,인원수,,,,,,,,,,,,,,,,,,,,,650,809,1052,855,520,580,453,541,607
경기,간호조무사,만명당인원수,,,,,,,,,,,,,,,,,,,,,9.34,11.25,14.26,13.92,14.46,14.85,14.64,16.87,16.86
경기,의료기사,인원수,,,,,,,,,,,,,,,,,,,,,365,393,395,400,220,265,196,228,232
경기,의료기사,만명당인원수,,,,,,,,,,,,,,,,,,,,,5.24,5.46,5.35,6.51,6.12,6.78,6.34,7.11,6.44
경기,유사의료업자,인원수,,,,,,,,,,,,,,36,11,16,20,8,1,1,,,,,,,,,
경기,유사의료업자,남자인원수,,,,,,,,,,,,,,18,7,13,17,8,1,1,,,,,,,,,
경기,유사의료업자,여자인원수,,,,,,,,,,,,,,18,4,3,3,,,,,,,,,,,,
경기,유사의료업자,만명당인원수,,,,,,,,,,,,,,0.36,0.1,0.1,0.2,0.08,,0.01,,,,,,,,,
경기,안마사,인원수,,,,,,,,,,,,,,,,,2,1,3,1,,,,,,,,,
경기,안마사,남자인원수,,,,,,,,,,,,,,,,,2,1,3,1,,,,,,,,,
경기,안마사,여자인원수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기,안마사,만명당인원수,,,,,,,,,,,,,,,,,0.02,0.01,,0.01,,,,,,,,,
강원,합계,인원수,,,,,,,,,,,,,,387,423,489,533,665,705,685,1162,1226,1178,1047,1064,918,1134,1125,1167
강원,합계,남자인원수,,,,,,,,,,,,,,229,238,254,277,320,340,319,,,,,,,,,
강원,합계,여자인원수,,,,,,,,,,,,,,158,185,235,256,345,365,366,,,,,,,,,
강원,합계,만명당인원수,,,,,,,,,,,,,,9.4,10.5,12.9,13.5,17.3,20.4,20.85,36.05,39.34,39,44.25,45.48,39.6,48.56,48.59,50.74
강원,의사,인원수,,,,,,,,,,,,,,104,105,123,134,172,164,151,194,218,198,144,218,133,170,175,185
강원,의사,남자인원수,,,,,,,,,,,,,,97,98,117,127,164,161,145,,,,,,,,,
강원,의사,여자인원수,,,,,,,,,,,,,,7,7,6,7,8,3,6,,,,,,,,,
강원,의사,만명당인원수,,,,,,,,,,,,,,2.5,2.6,5.1,3.4,4.5,5.7,4.59,6.01,6.99,6.55,6.09,9.32,5.74,7.28,7.56,8.04
강원,치과의사,인원수,,,,,,,,,,,,,,33,25,29,33,36,34,36,43,45,47,45,48,49,58,57,53
강원,치과의사,남자인원수,,,,,,,,,,,,,,33,25,29,33,35,33,36,,,,,,,,,
강원,치과의사,여자인원수,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,
강원,치과의사,만명당인원수,,,,,,,,,,,,,,0.8,0.6,0.93,0.8,1,1.2,1.09,1.33,1.44,1.55,1.9,2.05,2.11,2.48,2.46,2.3
강원,한의사,인원수,,,,,,,,,,,,,,22,23,23,23,23,22,25,25,28,29,28,33,37,47,45,47
강원,한의사,남자인원수,,,,,,,,,,,,,,22,23,23,23,23,22,25,,,,,,,,,
강원,한의사,여자인원수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원,한의사,만명당인원수,,,,,,,,,,,,,,0.5,0.6,0.9,0.6,0.6,0.8,0.76,0.77,0.89,0.96,1.18,1.41,1.6,2.01,1.94,2.04
강원,조산사,인원수,,,,,,,,,,,,,,15,14,20,19,23,17,19,18,13,8,7,5,2,5,5,1
강원,조산사,만명당인원수,,,,,,,,,,,,,,0.4,0.3,1.2,0.5,0.6,0.6,0.57,0.55,0.41,0.26,0.3,0.21,0.09,0.21,0.22,0.04
강원,간호사,인원수,,,,,,,,,,,,,,103,133,176,199,285,308,302,328,372,317,270,233,214,258,276,297
강원,간호사,만명당인원수,,,,,,,,,,,,,,2.5,3.3,5.8,5.1,7.5,10.3,9.19,10.17,11.93,10.49,11.41,9.96,9.23,11.05,11.92,12.91
강원,약사,인원수,,,,,,,,,,,,,,102,115,115,123,113,119,111,115,118,120,92,89,64,84,55,87
강원,약사,남자인원수,,,,,,,,,,,,,,75,90,82,92,85,88,90,,,,,,,,,
강원,약사,여자인원수,,,,,,,,,,,,,,27,25,33,31,28,31,21,,,,,,,,,
강원,약사,만명당인원수,,,,,,,,,,,,,,2.5,2.8,3.1,3.1,3,4.1,3.37,3.56,3.78,3.97,3.89,3.8,2.76,3.6,2.38,3.78
강원,간호조무사,인원수,,,,,,,,,,,,,,,,,,,,,268,272,312,299,305,289,335,337,343
강원,간호조무사,만명당인원수,,,,,,,,,,,,,,,,,,,,,8.31,8.73,10.33,12.64,13.04,12.47,14.35,14.56,14.91
강원,의료기사,인원수,,,,,,,,,,,,,,,,,,,,,171,160,147,162,133,130,177,175,154
강원,의료기사,만명당인원수,,,,,,,,,,,,,,,,,,,,,5.3,5.13,4.86,6.85,5.69,5.61,7.58,7.56,6.7
강원,유사의료업자,인원수,,,,,,,,,,,,,,8,8,1,,1,39,41,,,,,,,,,
강원,유사의료업자,남자인원수,,,,,,,,,,,,,,2,2,1,,1,34,23,,,,,,,,,
강원,유사의료업자,여자인원수,,,,,,,,,,,,,,6,6,,,,5,18,,,,,,,,,
강원,유사의료업자,만명당인원수,,,,,,,,,,,,,,0.2,0.2,0.55,,0.03,0.6,1.24,,,,,,,,,
강원,안마사,인원수,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,
강원,안마사,남자인원수,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,
강원,안마사,여자인원수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원,안마사,만명당인원수,,,,,,,,,,,,,,,,0.6,0.6,0.05,0.1,,,,,,,,,,
충북,합계,인원수,,,,,,,,,,,,,,267,273,339,332,346,403,413,768,833,863,907,871,836,1003,1127,1235
충북,합계,남자인원수,,,,,,,,,,,,,,158,190,192,204,211,262,246,,,,,,,,,
충북,합계,여자인원수,,,,,,,,,,,,,,109,83,147,128,135,141,167,,,,,,,,,
충북,합계,만명당인원수,,,,,,,,,,,,,,12.8,14.8,15.9,15.5,16.4,19.6,0.07,39.29,42.46,44.04,45.89,43.51,41.62,49.65,55.61,54.84
충북,의사,인원수,,,,,,,,,,,,,,62,88,89,94,90,102,123,139,114,128,128,130,134,151,168,196
충북,의사,남자인원수,,,,,,,,,,,,,,62,86,88,93,88,101,123,,,,,,,,,
충북,의사,여자인원수,,,,,,,,,,,,,,,2,1,1,2,1,,,,,,,,,,
충북,의사,만명당인원수,,,,,,,,,,,,,,3,4.2,4.2,4.4,4.3,5,0.02,7.11,5.81,6.53,6.48,6.49,6.67,7.47,8.29,8.7
충북,치과의사,인원수,,,,,,,,,,,,,,22,22,20,24,20,28,27,33,37,41,37,37,35,43,49,54
충북,치과의사,남자인원수,,,,,,,,,,,,,,22,22,20,23,19,26,25,,,,,,,,,
충북,치과의사,여자인원수,,,,,,,,,,,,,,,,,1,1,2,2,,,,,,,,,
충북,치과의사,만명당인원수,,,,,,,,,,,,,,1.1,1.1,0.9,1.1,0.9,1.4,,1.68,1.88,2.09,1.87,1.85,1.74,2.13,2.42,2.4
충북,한의사,인원수,,,,,,,,,,,,,,14,14,14,18,21,23,26,29,30,31,34,37,39,41,37,42
충북,한의사,남자인원수,,,,,,,,,,,,,,14,14,14,18,21,23,25,,,,,,,,,
충북,한의사,여자인원수,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,
충북,한의사,만명당인원수,,,,,,,,,,,,,,0.7,0.7,0.7,0.8,1,1.1,,1.48,1.52,1.58,1.72,1.85,1.94,2.03,1.83,1.87
충북,조산사,인원수,,,,,,,,,,,,,,12,9,13,13,6,9,11,9,11,9,4,4,9,7,2,4
충북,조산사,만명당인원수,,,,,,,,,,,,,,0.6,0.4,0.6,0.6,0.3,0.4,,0.46,0.56,0.45,0.2,0.2,0.45,0.35,0.1,0.18
충북,간호사,인원수,,,,,,,,,,,,,,84,61,120,100,104,117,140,108,127,148,149,116,124,178,159,203
충북,간호사,만명당인원수,,,,,,,,,,,,,,4,4.7,0.6,4.6,4.4,5.7,0.02,5.52,6.47,7.55,7.54,5.79,6.17,8.81,7.85,9.01
충북,약사,인원수,,,,,,,,,,,,,,72,76,81,81,92,84,82,91,89,84,92,71,75,83,66,97
충북,약사,남자인원수,,,,,,,,,,,,,,59,65,68,68,74,73,69,,,,,,,,,
충북,약사,여자인원수,,,,,,,,,,,,,,13,11,13,13,18,11,13,,,,,,,,,
충북,약사,만명당인원수,,,,,,,,,,,,,,3.4,3.6,3.8,3.8,4.4,41,0.01,4.65,4.53,4.28,4.65,3.55,3.73,4.11,3.26,4.31
충북,간호조무사,인원수,,,,,,,,,,,,,,,,,,,,,229,279,272,305,294,272,313,426,401
충북,간호조무사,만명당인원수,,,,,,,,,,,,,,,,,,,,,11.71,14.22,13.88,15.43,14.69,13.54,15.49,21.02,17.81
충북,의료기사,인원수,,,,,,,,,,,,,,,,,,,,,130,146,150,158,182,148,187,220,238
충북,의료기사,만명당인원수,,,,,,,,,,,,,,,,,,,,,6.65,7.44,7.65,7.99,9.09,7.37,9.26,10.86,10.57
충북,유사의료업자,인원수,,,,,,,,,,,,,,1,3,2,2,12,39,4,,,,,,,,,
충북,유사의료업자,남자인원수,,,,,,,,,,,,,,1,3,2,2,8,38,4,,,,,,,,,
충북,유사의료업자,여자인원수,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,
충북,유사의료업자,만명당인원수,,,,,,,,,,,,,,0.05,0.1,0.1,0.1,0.6,1.9,,,,,,,,,,
충북,안마사,인원수,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,
충북,안마사,남자인원수,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,
충북,안마사,여자인원수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충북,안마사,만명당인원수,,,,,,,,,,,,,,,,,,0.05,0.05,,,,,,,,,,
충남,합계,인원수,,,,,,,,,,,,,,1100,1312,1260,996,949,1101,1053,1933,2192,2399,2599,1918,1854,2207,2116,2397
충남,합계,남자인원수,,,,,,,,,,,,,,513,595,627,569,562,603,626,,,,,,,,,
충남,합계,여자인원수,,,,,,,,,,,,,,587,717,633,427,387,498,427,,,,,,,,,
충남,합계,만명당인원수,,,,,,,,,,,,,,19.4,17.6,22.6,12.8,20,22.6,22.8,41.83,47.7,52.39,65.75,60.1,57.51,68.3,65.72,74.95
충남,의사,인원수,,,,,,,,,,,,,,190,231,252,239,259,259,271,289,306,360,351,289,280,307,326,311
충남,의사,남자인원수,,,,,,,,,,,,,,179,218,237,227,249,251,263,,,,,,,,,
충남,의사,여자인원수,,,,,,,,,,,,,,11,13,15,12,10,8,8,,,,,,,,,
충남,의사,만명당인원수,,,,,,,,,,,,,,3.4,3.6,4.4,5.1,5.5,5.3,5.86,6.25,6.65,7.86,8.88,9.06,8.69,9.5,10.13,9.72
충남,치과의사,인원수,,,,,,,,,,,,,,61,76,65,69,62,85,83,104,98,106,109,83,92,103,105,99
충남,치과의사,남자인원수,,,,,,,,,,,,,,61,68,63,67,59,81,81,,,,,,,,,
충남,치과의사,여자인원수,,,,,,,,,,,,,,,8,2,2,3,4,2,,,,,,,,,
충남,치과의사,만명당인원수,,,,,,,,,,,,,,1.1,1.1,1.1,1.5,1.3,1.7,1.79,2.25,2.13,2.31,2.76,2.6,2.85,3.19,3.26,3.1
충남,한의사,인원수,,,,,,,,,,,,,,51,64,68,58,58,71,64,68,69,72,79,53,61,64,69,74
충남,한의사,남자인원수,,,,,,,,,,,,,,51,64,68,58,58,71,63,,,,,,,,,
충남,한의사,여자인원수,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
충남,한의사,만명당인원수,,,,,,,,,,,,,,0.9,1,1.2,1.2,1.2,1.5,1.38,1.47,1.5,1.57,2,1.66,1.89,1.98,2.14,2.31
충남,조산사,인원수,,,,,,,,,,,,,,27,18,21,14,17,29,29,15,13,15,10,10,10,12,9,9
충남,조산사,만명당인원수,,,,,,,,,,,,,,0.5,0.3,0.4,0.3,0.4,,0.62,0.32,0.28,0.32,0.25,0.31,0.31,0.37,0.28,0.28
충남,간호사,인원수,,,,,,,,,,,,,,512,617,535,328,326,391,344,342,433,400,419,301,269,320,322,396
충남,간호사,만명당인원수,,,,,,,,,,,,,,9.1,7.6,9.6,6.9,6.9,,7.44,7.4,9.42,8.73,10.6,9.43,8.34,9.9,10,12.38
충남,약사,인원수,,,,,,,,,,,,,,246,275,280,237,220,228,250,268,250,255,228,156,186,239,203,206
충남,약사,남자인원수,,,,,,,,,,,,,,209,222,228,201,189,194,208,,,,,,,,,
충남,약사,여자인원수,,,,,,,,,,,,,,37,53,52,36,31,34,42,,,,,,,,,
충남,약사,만명당인원수,,,,,,,,,,,,,,4.3,4.3,5.1,5.1,4.6,,5.41,5.8,5.44,5.56,5.77,4.89,5.77,7.4,6.31,6.44
충남,간호조무사,인원수,,,,,,,,,,,,,,,,,,,,,552,627,782,962,658,619,723,740,797
충남,간호조무사,만명당인원수,,,,,,,,,,,,,,,,,,,,,11.94,13.64,17.07,24.34,20.62,19.2,22.37,22.98,24.92
충남,의료기사,인원수,,,,,,,,,,,,,,,,,,,,,295,396,409,441,368,337,439,342,505
충남,의료기사,만명당인원수,,,,,,,,,,,,,,,,,,,,,6.38,8.61,8.93,11.16,11.53,10.45,13.58,10.62,15.79
충남,유사의료업자,인원수,,,,,,,,,,,,,,13,31,39,51,7,37,10,,,,,,,,,
충남,유사의료업자,남자인원수,,,,,,,,,,,,,,13,23,31,16,7,5,9,,,,,,,,,
충남,유사의료업자,여자인원수,,,,,,,,,,,,,,,8,8,35,,32,1,,,,,,,,,
충남,유사의료업자,만명당인원수,,,,,,,,,,,,,,0.1,0.5,0.7,1.1,0.1,,0.21,,,,,,,,,
충남,안마사,인원수,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,
충남,안마사,남자인원수,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,
충남,안마사,여자인원수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충남,안마사,만명당인원수,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,
전북,합계,인원수,,,,,,,,,,,,,,373,375,377,323,387,392,448,787,761,833,817,703,941,976,897,982
전북,합계,남자인원수,,,,,,,,,,,,,,213,205,216,190,216,212,273,,,,,,,,,
전북,합계,여자인원수,,,,,,,,,,,,,,160,170,161,133,171,180,175,,,,,,,,,
전북,합계,만명당인원수,,,,,,,,,,,,,,7.6,15.2,15.5,17.3,22.5,23.9,27.21,49.68,48.91,54.15,64.79,55.71,74.12,75.44,69.56,76.85
전북,의사,인원수,,,,,,,,,,,,,,63,66,63,69,83,86,123,127,106,109,115,116,144,170,152,162
전북,의사,남자인원수,,,,,,,,,,,,,,63,65,62,68,82,85,122,,,,,,,,,
전북,의사,여자인원수,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,
전북,의사,만명당인원수,,,,,,,,,,,,,,2.2,2.7,2.6,3.7,4.8,5.2,7.47,8.01,6.81,7.08,9.12,9.19,11.34,13.14,11.79,12.68
전북,치과의사,인원수,,,,,,,,,,,,,,22,9,24,23,27,28,28,37,33,32,33,39,36,42,44,43
전북,치과의사,남자인원수,,,,,,,,,,,,,,22,19,24,21,27,28,26,,,,,,,,,
전북,치과의사,여자인원수,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,
전북,치과의사,만명당인원수,,,,,,,,,,,,,,0.7,0.8,1,1.2,1.5,1.7,1.7,2.33,2.12,2.08,2.62,3.09,2.84,3.25,3.41,3.36
전북,한의사,인원수,,,,,,,,,,,,,,31,25,30,25,26,25,47,21,27,27,26,26,26,34,34,33
전북,한의사,남자인원수,,,,,,,,,,,,,,31,25,30,24,25,25,47,,,,,,,,,
전북,한의사,여자인원수,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,
전북,한의사,만명당인원수,,,,,,,,,,,,,,1.1,1,1.2,1.3,1.5,1.5,2.85,1.32,1.73,1.75,2.06,2.06,2.05,2.63,2.64,2.58
전북,조산사,인원수,,,,,,,,,,,,,,13,12,13,15,12,11,24,24,6,8,11,7,1,5,2,11
전북,조산사,만명당인원수,,,,,,,,,,,,,,0.4,0.5,0.5,0.8,0.7,0.7,1.45,1.51,0.38,0.52,0.87,0.55,0.08,0.39,0.16,0.86
전북,간호사,인원수,,,,,,,,,,,,,,127,136,131,104,148,154,137,142,175,125,137,101,143,165,151,138
전북,간호사,만명당인원수,,,,,,,,,,,,,,4.5,5.5,5.4,5.6,8.6,9.3,8.32,8.96,11.24,8.12,10.86,8,11.26,12.75,11.71,10.8
전북,약사,인원수,,,,,,,,,,,,,,116,106,109,83,86,86,89,82,80,67,64,10,79,78,135,69
전북,약사,남자인원수,,,,,,,,,,,,,,96,87,95,73,77,72,78,,,,,,,,,
전북,약사,여자인원수,,,,,,,,,,,,,,20,19,14,10,9,14,11,,,,,,,,,
전북,약사,만명당인원수,,,,,,,,,,,,,,4.1,4.3,4.5,4.4,5,5.2,5.4,5.17,5.14,4.35,5.08,0.79,6.22,6.03,10.47,5.4
전북,간호조무사,인원수,,,,,,,,,,,,,,,,,,,,,225,209,324,280,276,339,306,232,332
전북,간호조무사,만명당인원수,,,,,,,,,,,,,,,,,,,,,14.2,13.43,21.06,22.2,21.87,26.7,23.65,17.99,25.98
전북,의료기사,인원수,,,,,,,,,,,,,,,,,,,,,129,125,141,151,128,173,176,147,194
전북,의료기사,만명당인원수,,,,,,,,,,,,,,,,,,,,,8.14,8.03,9.16,11.97,10.14,13.63,13.6,11.4,15.18
전북,유사의료업자,인원수,,,,,,,,,,,,,,1,11,7,3,4,1,,,,,,,,,,
전북,유사의료업자,남자인원수,,,,,,,,,,,,,,1,9,5,3,4,1,,,,,,,,,,
전북,유사의료업자,여자인원수,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,
전북,유사의료업자,만명당인원수,,,,,,,,,,,,,,0.03,0.4,0.3,0.16,0.2,,,,,,,,,,,
전북,안마사,인원수,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,
전북,안마사,남자인원수,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,
전북,안마사,여자인원수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북,안마사,만명당인원수,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,
전남,합계,인원수,,,,,,,,,,,,,,831,845,880,1021,1147,1184,1282,1960,2341,2397,2286,2401,2403,2733,2902,2861
전남,합계,남자인원수,,,,,,,,,,,,,,421,402,429,476,516,543,545,,,,,,,,,
