행정구분,직종구분,데이터구분,년도,데이터
강원,의무기록사,인원수,2009,58
강원,의무기록사,인원수,2010,60
강원,의무기록사,인원수,2011,71
강원,의무기록사,인원수,2012,75
강원,의무기록사,인원수,2013,71
강원,의무기록사,인원수,2014,82
강원,의무기록사,인원수,2015,84
강원,의무기록사,인원수,2016,94
강원,의무기록사,인원수,2017,57
강원,의무기록사,만명당인원수,2009,0.4
강원,의무기록사,만명당인원수,2010,0.4
강원,의무기록사,만명당인원수,2011,0.5
강원,의무기록사,만명당인원수,2012,0.5
강원,의무기록사,만명당인원수,2013,0.46
강원,의무기록사,만명당인원수,2014,0.53
강원,의무기록사,만명당인원수,2015,0.54
강원,의무기록사,만명당인원수,2016,0.6
강원,의무기록사,만명당인원수,2017,0.36
충북,합계,인원수,2009,10943
충북,합계,인원수,2010,11167
충북,합계,인원수,2011,12217
충북,합계,인원수,2012,11834
충북,합계,인원수,2013,12944
충북,합계,인원수,2014,14455
충북,합계,인원수,2015,14947
충북,합계,인원수,2016,15950
충북,합계,인원수,2017,16623
충북,합계,만명당인원수,2009,71.6
충북,합계,만명당인원수,2010,72.1
충북,합계,만명당인원수,2011,78.2
충북,합계,만명당인원수,2012,74.4
충북,합계,만명당인원수,2013,81
충북,합계,만명당인원수,2014,89.81
충북,합계,만명당인원수,2015,92
충북,합계,만명당인원수,2016,98
충북,합계,만명당인원수,2017,102
충북,합계,인구수,2009,1527478
충북,합계,인구수,2010,1549528
충북,합계,인구수,2011,1562903
충북,합계,인구수,2012,1590457
충북,합계,인구수,2013,1600163
충북,합계,인구수,2014,1609588
충북,합계,인구수,2015,1616589
충북,합계,인구수,2016,1627124
충북,합계,인구수,2017,1631088
충북,상근의사,인원수,2009,1748
충북,상근의사,인원수,2010,1765
충북,상근의사,인원수,2011,1893
충북,상근의사,인원수,2012,1964
충북,상근의사,인원수,2013,2053
충북,상근의사,인원수,2014,2090
충북,상근의사,인원수,2015,2126
충북,상근의사,인원수,2016,2055
충북,상근의사,인원수,2017,2030
충북,상근의사,만명당인원수,2009,11.4
충북,상근의사,만명당인원수,2010,11.4
충북,상근의사,만명당인원수,2011,12.1
충북,상근의사,만명당인원수,2012,12.3
충북,상근의사,만명당인원수,2013,12.83
충북,상근의사,만명당인원수,2014,12.98
충북,상근의사,만명당인원수,2015,13.15
충북,상근의사,만명당인원수,2016,12.63
충북,상근의사,만명당인원수,2017,12.45
충북,비상근의사,인원수,2009,
충북,비상근의사,인원수,2010,8
충북,비상근의사,인원수,2011,9
충북,비상근의사,인원수,2012,2
충북,비상근의사,인원수,2013,5
충북,비상근의사,인원수,2014,7
충북,비상근의사,인원수,2015,49
충북,비상근의사,인원수,2016,192
충북,비상근의사,인원수,2017,96
충북,비상근의사,만명당인원수,2009,
충북,비상근의사,만명당인원수,2010,0.1
충북,비상근의사,만명당인원수,2011,0.1
충북,비상근의사,만명당인원수,2012,0
충북,비상근의사,만명당인원수,2013,0.03
충북,비상근의사,만명당인원수,2014,0.04
충북,비상근의사,만명당인원수,2015,0.3
충북,비상근의사,만명당인원수,2016,1.18
충북,비상근의사,만명당인원수,2017,0.59
충북,치과의사,인원수,2009,363
충북,치과의사,인원수,2010,374
충북,치과의사,인원수,2011,423
충북,치과의사,인원수,2012,398
충북,치과의사,인원수,2013,450
충북,치과의사,인원수,2014,489
충북,치과의사,인원수,2015,510
충북,치과의사,인원수,2016,556
충북,치과의사,인원수,2017,576
충북,치과의사,만명당인원수,2009,2.4
충북,치과의사,만명당인원수,2010,2.4
충북,치과의사,만명당인원수,2011,2.7
충북,치과의사,만명당인원수,2012,2.5
충북,치과의사,만명당인원수,2013,2.81
충북,치과의사,만명당인원수,2014,3.04
충북,치과의사,만명당인원수,2015,3.15
충북,치과의사,만명당인원수,2016,3.42
충북,치과의사,만명당인원수,2017,3.53
충북,한의사,인원수,2009,399
충북,한의사,인원수,2010,402
충북,한의사,인원수,2011,428
충북,한의사,인원수,2012,426
충북,한의사,인원수,2013,451
충북,한의사,인원수,2014,463
충북,한의사,인원수,2015,458
충북,한의사,인원수,2016,475
충북,한의사,인원수,2017,495
충북,한의사,만명당인원수,2009,0.3
충북,한의사,만명당인원수,2010,0.3
충북,한의사,만명당인원수,2011,0.3
충북,한의사,만명당인원수,2012,2.7
충북,한의사,만명당인원수,2013,2.82
충북,한의사,만명당인원수,2014,2.88
충북,한의사,만명당인원수,2015,2.83
충북,한의사,만명당인원수,2016,2.92
충북,한의사,만명당인원수,2017,3.03
충북,약사,인원수,2009,91
충북,약사,인원수,2010,91
충북,약사,인원수,2011,97
충북,약사,인원수,2012,128
충북,약사,인원수,2013,176
충북,약사,인원수,2014,205
충북,약사,인원수,2015,150
충북,약사,인원수,2016,159
충북,약사,인원수,2017,159
충북,약사,만명당인원수,2009,0.6
충북,약사,만명당인원수,2010,0.6
충북,약사,만명당인원수,2011,0.6
충북,약사,만명당인원수,2012,0.8
충북,약사,만명당인원수,2013,1.1
충북,약사,만명당인원수,2014,1.27
충북,약사,만명당인원수,2015,0.93
충북,약사,만명당인원수,2016,0.98
충북,약사,만명당인원수,2017,0.97
충북,조산사,인원수,2009,7
충북,조산사,인원수,2010,8
충북,조산사,인원수,2011,8
충북,조산사,인원수,2012,8
충북,조산사,인원수,2013,5
충북,조산사,인원수,2014,9
충북,조산사,인원수,2015,6
충북,조산사,인원수,2016,6
충북,조산사,인원수,2017,6
충북,조산사,만명당인원수,2009,
충북,조산사,만명당인원수,2010,0.1
충북,조산사,만명당인원수,2011,0.1
충북,조산사,만명당인원수,2012,0.1
충북,조산사,만명당인원수,2013,0.03
충북,조산사,만명당인원수,2014,0.06
충북,조산사,만명당인원수,2015,0.04
충북,조산사,만명당인원수,2016,0.04
충북,조산사,만명당인원수,2017,0.04
충북,간호사,인원수,2009,2439
충북,간호사,인원수,2010,2679
충북,간호사,인원수,2011,2868
충북,간호사,인원수,2012,2762
충북,간호사,인원수,2013,2992
충북,간호사,인원수,2014,3238
충북,간호사,인원수,2015,3474
충북,간호사,인원수,2016,3628
충북,간호사,인원수,2017,3954
충북,간호사,만명당인원수,2009,16
충북,간호사,만명당인원수,2010,17.3
충북,간호사,만명당인원수,2011,18.4
충북,간호사,만명당인원수,2012,17.4
충북,간호사,만명당인원수,2013,18.7
충북,간호사,만명당인원수,2014,20.12
충북,간호사,만명당인원수,2015,21.49
충북,간호사,만명당인원수,2016,22.3
충북,간호사,만명당인원수,2017,24.24
충북,간호조무사,인원수,2009,3851
충북,간호조무사,인원수,2010,3890
충북,간호조무사,인원수,2011,4223
충북,간호조무사,인원수,2012,3966
충북,간호조무사,인원수,2013,4421
충북,간호조무사,인원수,2014,5317
충북,간호조무사,인원수,2015,5379
충북,간호조무사,인원수,2016,5376
충북,간호조무사,인원수,2017,5612
충북,간호조무사,만명당인원수,2009,25.2
충북,간호조무사,만명당인원수,2010,25.1
충북,간호조무사,만명당인원수,2011,27
충북,간호조무사,만명당인원수,2012,24.9
충북,간호조무사,만명당인원수,2013,27.63
충북,간호조무사,만명당인원수,2014,33.03
충북,간호조무사,만명당인원수,2015,33.27
충북,간호조무사,만명당인원수,2016,33.04
충북,간호조무사,만명당인원수,2017,34.41
충북,의료기사,인원수,2009,1978
충북,의료기사,인원수,2010,1871
충북,의료기사,인원수,2011,2188
충북,의료기사,인원수,2012,2098
충북,의료기사,인원수,2013,2313
충북,의료기사,인원수,2014,2539
충북,의료기사,인원수,2015,2693
충북,의료기사,인원수,2016,3370
충북,의료기사,인원수,2017,3563
충북,의료기사,만명당인원수,2009,12.9
충북,의료기사,만명당인원수,2010,12.1
충북,의료기사,만명당인원수,2011,14
충북,의료기사,만명당인원수,2012,13.2
충북,의료기사,만명당인원수,2013,14.45
충북,의료기사,만명당인원수,2014,15.77
충북,의료기사,만명당인원수,2015,16.66
충북,의료기사,만명당인원수,2016,20.71
충북,의료기사,만명당인원수,2017,21.84
충북,의무기록사,인원수,2009,67
충북,의무기록사,인원수,2010,79
충북,의무기록사,인원수,2011,80
충북,의무기록사,인원수,2012,82
충북,의무기록사,인원수,2013,78
충북,의무기록사,인원수,2014,98
충북,의무기록사,인원수,2015,102
충북,의무기록사,인원수,2016,133
충북,의무기록사,인원수,2017,132
충북,의무기록사,만명당인원수,2009,0.4
충북,의무기록사,만명당인원수,2010,0.5
충북,의무기록사,만명당인원수,2011,0.5
충북,의무기록사,만명당인원수,2012,0.5
충북,의무기록사,만명당인원수,2013,0.49
충북,의무기록사,만명당인원수,2014,0.61
충북,의무기록사,만명당인원수,2015,0.63
충북,의무기록사,만명당인원수,2016,0.82
충북,의무기록사,만명당인원수,2017,0.81
충남,합계,인원수,2009,15190
충남,합계,인원수,2010,16020
충남,합계,인원수,2011,16389
충남,합계,인원수,2012,17919
충남,합계,인원수,2013,16678
충남,합계,인원수,2014,20072
충남,합계,인원수,2015,21604
충남,합계,인원수,2016,23150
충남,합계,인원수,2017,22048
충남,합계,만명당인원수,2009,73.2
충남,합계,만명당인원수,2010,77.2
충남,합계,만명당인원수,2011,78
충남,합계,만명당인원수,2012,86.4
충남,합계,만명당인원수,2013,80
충남,합계,만명당인원수,2014,94.82
충남,합계,만명당인원수,2015,101
충남,합계,만명당인원수,2016,107
충남,합계,만명당인원수,2017,101
충남,합계,인구수,2009,2075249
충남,합계,인구수,2010,2075514
충남,합계,인구수,2011,2101284
충남,합계,인구수,2012,2074918
충남,합계,인구수,2013,2097675
충남,합계,인구수,2014,2116830
충남,합계,인구수,2015,2134232
충남,합계,인구수,2016,2157080
충남,합계,인구수,2017,2179423
충남,상근의사,인원수,2009,2165
충남,상근의사,인원수,2010,2214
충남,상근의사,인원수,2011,2456
충남,상근의사,인원수,2012,3663
충남,상근의사,인원수,2013,2544
충남,상근의사,인원수,2014,2538
충남,상근의사,인원수,2015,3215
충남,상근의사,인원수,2016,2961
충남,상근의사,인원수,2017,3010
충남,상근의사,만명당인원수,2009,10.4
충남,상근의사,만명당인원수,2010,10.7
충남,상근의사,만명당인원수,2011,11.7
충남,상근의사,만명당인원수,2012,17.7
충남,상근의사,만명당인원수,2013,12.13
충남,상근의사,만명당인원수,2014,11.99
충남,상근의사,만명당인원수,2015,15.06
충남,상근의사,만명당인원수,2016,13.73
충남,상근의사,만명당인원수,2017,13.81
충남,비상근의사,인원수,2009,28
충남,비상근의사,인원수,2010,6
충남,비상근의사,인원수,2011,5
충남,비상근의사,인원수,2012,229
충남,비상근의사,인원수,2013,2
충남,비상근의사,인원수,2014,0
충남,비상근의사,인원수,2015,0
충남,비상근의사,인원수,2016,
충남,비상근의사,인원수,2017,2
충남,비상근의사,만명당인원수,2009,
충남,비상근의사,만명당인원수,2010,
충남,비상근의사,만명당인원수,2011,
충남,비상근의사,만명당인원수,2012,1.1
충남,비상근의사,만명당인원수,2013,0.01
충남,비상근의사,만명당인원수,2014,0
충남,비상근의사,만명당인원수,2015,0
충남,비상근의사,만명당인원수,2016,
충남,비상근의사,만명당인원수,2017,0.01
충남,치과의사,인원수,2009,665
충남,치과의사,인원수,2010,660
충남,치과의사,인원수,2011,749
충남,치과의사,인원수,2012,630
충남,치과의사,인원수,2013,743
충남,치과의사,인원수,2014,804
충남,치과의사,인원수,2015,818
충남,치과의사,인원수,2016,942
충남,치과의사,인원수,2017,862
충남,치과의사,만명당인원수,2009,3.2
충남,치과의사,만명당인원수,2010,3.2
충남,치과의사,만명당인원수,2011,3.6
충남,치과의사,만명당인원수,2012,3
충남,치과의사,만명당인원수,2013,3.54
충남,치과의사,만명당인원수,2014,3.8
충남,치과의사,만명당인원수,2015,3.83
충남,치과의사,만명당인원수,2016,4.37
충남,치과의사,만명당인원수,2017,3.96
충남,한의사,인원수,2009,473
충남,한의사,인원수,2010,561
충남,한의사,인원수,2011,537
충남,한의사,인원수,2012,590
충남,한의사,인원수,2013,595
충남,한의사,인원수,2014,711
충남,한의사,인원수,2015,749
충남,한의사,인원수,2016,815
충남,한의사,인원수,2017,751
충남,한의사,만명당인원수,2009,0.2
충남,한의사,만명당인원수,2010,0.3
충남,한의사,만명당인원수,2011,0.3
충남,한의사,만명당인원수,2012,2.8
충남,한의사,만명당인원수,2013,2.84
충남,한의사,만명당인원수,2014,3.36
충남,한의사,만명당인원수,2015,3.51
충남,한의사,만명당인원수,2016,3.78
충남,한의사,만명당인원수,2017,3.45
충남,약사,인원수,2009,546
충남,약사,인원수,2010,324
충남,약사,인원수,2011,148
충남,약사,인원수,2012,333
충남,약사,인원수,2013,341
충남,약사,인원수,2014,1195
충남,약사,인원수,2015,1152
충남,약사,인원수,2016,1295
충남,약사,인원수,2017,1100
충남,약사,만명당인원수,2009,2.6
충남,약사,만명당인원수,2010,1.6
충남,약사,만명당인원수,2011,0.7
충남,약사,만명당인원수,2012,1.6
충남,약사,만명당인원수,2013,1.63
충남,약사,만명당인원수,2014,5.65
충남,약사,만명당인원수,2015,5.4
충남,약사,만명당인원수,2016,6
충남,약사,만명당인원수,2017,5.05
충남,조산사,인원수,2009,9
충남,조산사,인원수,2010,12
충남,조산사,인원수,2011,15
충남,조산사,인원수,2012,91
충남,조산사,인원수,2013,15
충남,조산사,인원수,2014,25
충남,조산사,인원수,2015,24
충남,조산사,인원수,2016,2
충남,조산사,인원수,2017,1
충남,조산사,만명당인원수,2009,
충남,조산사,만명당인원수,2010,0.1
충남,조산사,만명당인원수,2011,0.1
충남,조산사,만명당인원수,2012,0.4
충남,조산사,만명당인원수,2013,0.07
충남,조산사,만명당인원수,2014,0.12
충남,조산사,만명당인원수,2015,0.11
충남,조산사,만명당인원수,2016,0.01
충남,조산사,만명당인원수,2017,0
충남,간호사,인원수,2009,3218
충남,간호사,인원수,2010,3277
충남,간호사,인원수,2011,3504
충남,간호사,인원수,2012,3410
충남,간호사,인원수,2013,3143
충남,간호사,인원수,2014,4262
충남,간호사,인원수,2015,4627
충남,간호사,인원수,2016,5227
충남,간호사,인원수,2017,5032
충남,간호사,만명당인원수,2009,15.5
충남,간호사,만명당인원수,2010,15.8
충남,간호사,만명당인원수,2011,16.7
충남,간호사,만명당인원수,2012,16.4
충남,간호사,만명당인원수,2013,14.98
충남,간호사,만명당인원수,2014,20.13
충남,간호사,만명당인원수,2015,21.68
충남,간호사,만명당인원수,2016,24.23
충남,간호사,만명당인원수,2017,23.09
충남,간호조무사,인원수,2009,5020
충남,간호조무사,인원수,2010,5528
충남,간호조무사,인원수,2011,5774
충남,간호조무사,인원수,2012,5779
충남,간호조무사,인원수,2013,5959
충남,간호조무사,인원수,2014,6495
충남,간호조무사,인원수,2015,6293
충남,간호조무사,인원수,2016,7123
충남,간호조무사,인원수,2017,6932
충남,간호조무사,만명당인원수,2009,24.2
충남,간호조무사,만명당인원수,2010,26.6
충남,간호조무사,만명당인원수,2011,27.5
충남,간호조무사,만명당인원수,2012,27.9
충남,간호조무사,만명당인원수,2013,28.41
충남,간호조무사,만명당인원수,2014,30.68
충남,간호조무사,만명당인원수,2015,29.49
충남,간호조무사,만명당인원수,2016,33.02
충남,간호조무사,만명당인원수,2017,31.81
충남,의료기사,인원수,2009,2952
충남,의료기사,인원수,2010,3313
충남,의료기사,인원수,2011,3078
충남,의료기사,인원수,2012,3070
충남,의료기사,인원수,2013,3215
충남,의료기사,인원수,2014,3947
충남,의료기사,인원수,2015,4547
충남,의료기사,인원수,2016,4589
충남,의료기사,인원수,2017,4156
충남,의료기사,만명당인원수,2009,14.2
충남,의료기사,만명당인원수,2010,16
충남,의료기사,만명당인원수,2011,14.6
충남,의료기사,만명당인원수,2012,14.8
충남,의료기사,만명당인원수,2013,15.33
충남,의료기사,만명당인원수,2014,18.65
충남,의료기사,만명당인원수,2015,21.31
충남,의료기사,만명당인원수,2016,21.27
충남,의료기사,만명당인원수,2017,19.07
충남,의무기록사,인원수,2009,114
충남,의무기록사,인원수,2010,125
충남,의무기록사,인원수,2011,123
충남,의무기록사,인원수,2012,124
충남,의무기록사,인원수,2013,121
충남,의무기록사,인원수,2014,95
충남,의무기록사,인원수,2015,179
충남,의무기록사,인원수,2016,196
충남,의무기록사,인원수,2017,202
충남,의무기록사,만명당인원수,2009,0.5
충남,의무기록사,만명당인원수,2010,0.6
충남,의무기록사,만명당인원수,2011,0.6
충남,의무기록사,만명당인원수,2012,0.6
충남,의무기록사,만명당인원수,2013,0.58
충남,의무기록사,만명당인원수,2014,0.45
충남,의무기록사,만명당인원수,2015,0.84
충남,의무기록사,만명당인원수,2016,0.91
충남,의무기록사,만명당인원수,2017,0.93
전북,합계,인원수,2009,16471
전북,합계,인원수,2010,16582
전북,합계,인원수,2011,18031
전북,합계,인원수,2012,16613
전북,합계,인원수,2013,18134
전북,합계,인원수,2014,19023
전북,합계,인원수,2015,19723
전북,합계,인원수,2016,21049
전북,합계,인원수,2017,22520
전북,합계,만명당인원수,2009,88.8
전북,합계,만명당인원수,2010,88.7
전북,합계,만명당인원수,2011,96.2
전북,합계,만명당인원수,2012,87.7
전북,합계,만명당인원수,2013,96
전북,합계,만명당인원수,2014,100.3
전북,합계,만명당인원수,2015,104
전북,합계,만명당인원수,2016,111
전북,합계,만명당인원수,2017,120
전북,합계,인구수,2009,1854508
전북,합계,인구수,2010,1868963
전북,합계,인구수,2011,1874031
전북,합계,인구수,2012,1895371
전북,합계,인구수,2013,1896032
전북,합계,인구수,2014,1896646
전북,합계,인구수,2015,1895905
전북,합계,인구수,2016,1892111
전북,합계,인구수,2017,1883195
전북,상근의사,인원수,2009,2727
전북,상근의사,인원수,2010,2736
전북,상근의사,인원수,2011,2936
전북,상근의사,인원수,2012,2898
전북,상근의사,인원수,2013,3156
전북,상근의사,인원수,2014,2954
전북,상근의사,인원수,2015,3221
전북,상근의사,인원수,2016,3365
전북,상근의사,인원수,2017,3515
전북,상근의사,만명당인원수,2009,14.7
전북,상근의사,만명당인원수,2010,14.6
전북,상근의사,만명당인원수,2011,15.7
전북,상근의사,만명당인원수,2012,15.3
전북,상근의사,만명당인원수,2013,16.65
전북,상근의사,만명당인원수,2014,15.57
전북,상근의사,만명당인원수,2015,16.99
전북,상근의사,만명당인원수,2016,17.78
전북,상근의사,만명당인원수,2017,18.67
전북,비상근의사,인원수,2009,
전북,비상근의사,인원수,2010,4
전북,비상근의사,인원수,2011,
전북,비상근의사,인원수,2012,0
전북,비상근의사,인원수,2013,
전북,비상근의사,인원수,2014,1
전북,비상근의사,인원수,2015,1
전북,비상근의사,인원수,2016,0
전북,비상근의사,인원수,2017,0
전북,비상근의사,만명당인원수,2009,
전북,비상근의사,만명당인원수,2010,
전북,비상근의사,만명당인원수,2011,
전북,비상근의사,만명당인원수,2012,0
전북,비상근의사,만명당인원수,2013,0
전북,비상근의사,만명당인원수,2014,0.01
전북,비상근의사,만명당인원수,2015,0.01
전북,비상근의사,만명당인원수,2016,0
전북,비상근의사,만명당인원수,2017,0
전북,치과의사,인원수,2009,623
전북,치과의사,인원수,2010,635
전북,치과의사,인원수,2011,698
전북,치과의사,인원수,2012,717
전북,치과의사,인원수,2013,622
전북,치과의사,인원수,2014,737
전북,치과의사,인원수,2015,758
전북,치과의사,인원수,2016,773
전북,치과의사,인원수,2017,868
전북,치과의사,만명당인원수,2009,3.4
전북,치과의사,만명당인원수,2010,3.4
전북,치과의사,만명당인원수,2011,3.7
전북,치과의사,만명당인원수,2012,3.8
전북,치과의사,만명당인원수,2013,3.28
전북,치과의사,만명당인원수,2014,3.89
전북,치과의사,만명당인원수,2015,4
전북,치과의사,만명당인원수,2016,4.09
전북,치과의사,만명당인원수,2017,4.61
전북,한의사,인원수,2009,572
전북,한의사,인원수,2010,564
전북,한의사,인원수,2011,692
전북,한의사,인원수,2012,688
전북,한의사,인원수,2013,671
전북,한의사,인원수,2014,755
전북,한의사,인원수,2015,791
전북,한의사,인원수,2016,762
전북,한의사,인원수,2017,830
전북,한의사,만명당인원수,2009,0.3
전북,한의사,만명당인원수,2010,0.3
전북,한의사,만명당인원수,2011,3.7
전북,한의사,만명당인원수,2012,3.6
전북,한의사,만명당인원수,2013,3.54
전북,한의사,만명당인원수,2014,3.98
전북,한의사,만명당인원수,2015,4.17
전북,한의사,만명당인원수,2016,4.03
전북,한의사,만명당인원수,2017,4.41
전북,약사,인원수,2009,181
전북,약사,인원수,2010,203
전북,약사,인원수,2011,120
전북,약사,인원수,2012,350
전북,약사,인원수,2013,220
전북,약사,인원수,2014,214
전북,약사,인원수,2015,186
전북,약사,인원수,2016,218
전북,약사,인원수,2017,325
전북,약사,만명당인원수,2009,1
전북,약사,만명당인원수,2010,1.1
전북,약사,만명당인원수,2011,0.6
전북,약사,만명당인원수,2012,1.8
전북,약사,만명당인원수,2013,1.16
전북,약사,만명당인원수,2014,1.13
전북,약사,만명당인원수,2015,0.98
전북,약사,만명당인원수,2016,1.15
전북,약사,만명당인원수,2017,1.73
전북,조산사,인원수,2009,17
전북,조산사,인원수,2010,16
전북,조산사,인원수,2011,15
전북,조산사,인원수,2012,18
전북,조산사,인원수,2013,219
전북,조산사,인원수,2014,16
전북,조산사,인원수,2015,16
전북,조산사,인원수,2016,19
전북,조산사,인원수,2017,0
전북,조산사,만명당인원수,2009,0.1
전북,조산사,만명당인원수,2010,0.1
전북,조산사,만명당인원수,2011,0.1
전북,조산사,만명당인원수,2012,0.1
전북,조산사,만명당인원수,2013,1.16
전북,조산사,만명당인원수,2014,0.08
전북,조산사,만명당인원수,2015,0.08
전북,조산사,만명당인원수,2016,0.1
전북,조산사,만명당인원수,2017,0
전북,간호사,인원수,2009,3967
전북,간호사,인원수,2010,4088
전북,간호사,인원수,2011,5419
전북,간호사,인원수,2012,4149
전북,간호사,인원수,2013,5387
전북,간호사,인원수,2014,5403
전북,간호사,인원수,2015,5524
전북,간호사,인원수,2016,5880
전북,간호사,인원수,2017,6525
전북,간호사,만명당인원수,2009,21.4
전북,간호사,만명당인원수,2010,21.9
전북,간호사,만명당인원수,2011,28.9
전북,간호사,만명당인원수,2012,21.9
전북,간호사,만명당인원수,2013,28.41
전북,간호사,만명당인원수,2014,28.49
전북,간호사,만명당인원수,2015,29.14
전북,간호사,만명당인원수,2016,31.08
전북,간호사,만명당인원수,2017,34.65
전북,간호조무사,인원수,2009,4639
전북,간호조무사,인원수,2010,4617
전북,간호조무사,인원수,2011,4885
전북,간호조무사,인원수,2012,4753
전북,간호조무사,인원수,2013,4676
전북,간호조무사,인원수,2014,5303
전북,간호조무사,인원수,2015,5540
전북,간호조무사,인원수,2016,6474
전북,간호조무사,인원수,2017,6553
전북,간호조무사,만명당인원수,2009,25
전북,간호조무사,만명당인원수,2010,24.7
전북,간호조무사,만명당인원수,2011,26.1
전북,간호조무사,만명당인원수,2012,25.1
전북,간호조무사,만명당인원수,2013,24.66
전북,간호조무사,만명당인원수,2014,27.96
전북,간호조무사,만명당인원수,2015,29.22
전북,간호조무사,만명당인원수,2016,34.22
전북,간호조무사,만명당인원수,2017,34.8
전북,의료기사,인원수,2009,3538
전북,의료기사,인원수,2010,3517
전북,의료기사,인원수,2011,3126
전북,의료기사,인원수,2012,2884
전북,의료기사,인원수,2013,3025
전북,의료기사,인원수,2014,3455
전북,의료기사,인원수,2015,3518
전북,의료기사,인원수,2016,3406
전북,의료기사,인원수,2017,3751
전북,의료기사,만명당인원수,2009,19.1
전북,의료기사,만명당인원수,2010,18.8
전북,의료기사,만명당인원수,2011,16.7
전북,의료기사,만명당인원수,2012,15.2
전북,의료기사,만명당인원수,2013,15.95
전북,의료기사,만명당인원수,2014,18.22
전북,의료기사,만명당인원수,2015,18.56
전북,의료기사,만명당인원수,2016,18
전북,의료기사,만명당인원수,2017,19.92
전북,의무기록사,인원수,2009,207
전북,의무기록사,인원수,2010,202
전북,의무기록사,인원수,2011,140
전북,의무기록사,인원수,2012,156
전북,의무기록사,인원수,2013,158
전북,의무기록사,인원수,2014,185
전북,의무기록사,인원수,2015,168
전북,의무기록사,인원수,2016,152
전북,의무기록사,인원수,2017,153
전북,의무기록사,만명당인원수,2009,1.1
전북,의무기록사,만명당인원수,2010,1.1
전북,의무기록사,만명당인원수,2011,0.7
전북,의무기록사,만명당인원수,2012,0.8
전북,의무기록사,만명당인원수,2013,0.83
전북,의무기록사,만명당인원수,2014,0.98
전북,의무기록사,만명당인원수,2015,0.89
전북,의무기록사,만명당인원수,2016,0.8
전북,의무기록사,만명당인원수,2017,0.81
전남,합계,인원수,2009,16588
전남,합계,인원수,2010,17410
전남,합계,인원수,2011,17829
전남,합계,인원수,2012,18528
전남,합계,인원수,2013,19364
전남,합계,인원수,2014,19296
전남,합계,인원수,2015,20291
전남,합계,인원수,2016,20940
전남,합계,인원수,2017,38844
전남,합계,만명당인원수,2009,86.7
전남,합계,만명당인원수,2010,90.7
전남,합계,만명당인원수,2011,93
전남,합계,만명당인원수,2012,95.8
전남,합계,만명당인원수,2013,100
전남,합계,만명당인원수,2014,99.77
전남,합계,만명당인원수,2015,105
전남,합계,만명당인원수,2016,108
전남,합계,만명당인원수,2017,202
전남,합계,인구수,2009,1913004
전남,합계,인구수,2010,1918485
전남,합계,인구수,2011,1914339
전남,합계,인구수,2012,1933220
전남,합계,인구수,2013,1931716
전남,합계,인구수,2014,1934034
전남,합계,인구수,2015,1939562
전남,합계,인구수,2016,1935664
전남,합계,인구수,2017,1927645
전남,상근의사,인원수,2009,2377
전남,상근의사,인원수,2010,2399
전남,상근의사,인원수,2011,2373
전남,상근의사,인원수,2012,2469
전남,상근의사,인원수,2013,2558
전남,상근의사,인원수,2014,2663
전남,상근의사,인원수,2015,2737
전남,상근의사,인원수,2016,2780
전남,상근의사,인원수,2017,3077
전남,상근의사,만명당인원수,2009,12.4
전남,상근의사,만명당인원수,2010,12.5
전남,상근의사,만명당인원수,2011,12.4
전남,상근의사,만명당인원수,2012,12.8
전남,상근의사,만명당인원수,2013,13.24
전남,상근의사,만명당인원수,2014,13.77
전남,상근의사,만명당인원수,2015,14.11
전남,상근의사,만명당인원수,2016,14.36
전남,상근의사,만명당인원수,2017,15.96
전남,비상근의사,인원수,2009,7
전남,비상근의사,인원수,2010,149
전남,비상근의사,인원수,2011,144
전남,비상근의사,인원수,2012,142
전남,비상근의사,인원수,2013,161
전남,비상근의사,인원수,2014,149
전남,비상근의사,인원수,2015,9
전남,비상근의사,인원수,2016,9
전남,비상근의사,인원수,2017,2
전남,비상근의사,만명당인원수,2009,
전남,비상근의사,만명당인원수,2010,0.8
전남,비상근의사,만명당인원수,2011,0.8
전남,비상근의사,만명당인원수,2012,0.7
전남,비상근의사,만명당인원수,2013,0.83
전남,비상근의사,만명당인원수,2014,0.77
전남,비상근의사,만명당인원수,2015,0.05
전남,비상근의사,만명당인원수,2016,0.05
전남,비상근의사,만명당인원수,2017,0.01
전남,치과의사,인원수,2009,476
전남,치과의사,인원수,2010,495
전남,치과의사,인원수,2011,523
전남,치과의사,인원수,2012,569
전남,치과의사,인원수,2013,539
전남,치과의사,인원수,2014,530
전남,치과의사,인원수,2015,572
전남,치과의사,인원수,2016,576
전남,치과의사,인원수,2017,731
전남,치과의사,만명당인원수,2009,2.5
전남,치과의사,만명당인원수,2010,2.6
전남,치과의사,만명당인원수,2011,2.7
전남,치과의사,만명당인원수,2012,2.9
전남,치과의사,만명당인원수,2013,2.79
전남,치과의사,만명당인원수,2014,2.74
전남,치과의사,만명당인원수,2015,2.95
전남,치과의사,만명당인원수,2016,2.98
전남,치과의사,만명당인원수,2017,3.79
전남,한의사,인원수,2009,389
전남,한의사,인원수,2010,415
전남,한의사,인원수,2011,445
전남,한의사,인원수,2012,459
전남,한의사,인원수,2013,485
전남,한의사,인원수,2014,511
전남,한의사,인원수,2015,498
전남,한의사,인원수,2016,503
전남,한의사,인원수,2017,780
전남,한의사,만명당인원수,2009,0.2
전남,한의사,만명당인원수,2010,0.2
